NTACode,NTAName,NTA Latitude,NTA Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
BK25,Homecrest,40.59837428,-73.96471536,Cyber On U,40.5979537,-73.9621921,Other Repair Shop
BK25,Homecrest,40.59837428,-73.96471536,Fuji Hana,40.59761662,-73.96647413,Japanese Restaurant
BK25,Homecrest,40.59837428,-73.96471536,Ouri's Fruit,40.5975954,-73.96828499,Grocery Store
BK25,Homecrest,40.59837428,-73.96471536,Wing Hing Seafood Restaurant,40.59850944,-73.95957022,Chinese Restaurant
BK25,Homecrest,40.59837428,-73.96471536,Fuciaana Asian Food & Crystal Grill,40.59637402,-73.96109824,Asian Restaurant
BK25,Homecrest,40.59837428,-73.96471536,Popeyes Louisiana Kitchen,40.59819959,-73.96075895,Fried Chicken Joint
BK25,Homecrest,40.59837428,-73.96471536,Prince of Pizza,40.598438,-73.960958,Pizza Place
BK25,Homecrest,40.59837428,-73.96471536,Chase Bank,40.59596,-73.961363,Bank
BK25,Homecrest,40.59837428,-73.96471536,Subway,40.596282,-73.961507,Sandwich Place
BK25,Homecrest,40.59837428,-73.96471536,Dunkin',40.59789152,-73.96088058,Donut Shop
BK25,Homecrest,40.59837428,-73.96471536,Red Lounge,40.59859172,-73.96135506,Lounge
BK25,Homecrest,40.59837428,-73.96471536,Art Elegant Nails,40.59853372,-73.9589411,Cosmetics Shop
BK25,Homecrest,40.59837428,-73.96471536,Jus by Julie,40.5974712,-73.9669213,Juice Bar
QN41,Fresh Meadows-Utopia,40.73498294,-73.7855262,Fresh Meadows Natural,40.7333941,-73.78366225,Grocery Store
QN41,Fresh Meadows-Utopia,40.73498294,-73.7855262,Fresh Meadow,40.73910717,-73.78337666,Park
QN41,Fresh Meadows-Utopia,40.73498294,-73.7855262,Walgreens,40.733635,-73.78371,Pharmacy
QN41,Fresh Meadows-Utopia,40.73498294,-73.7855262,Rite Aid,40.733524,-73.783879,Pharmacy
QN41,Fresh Meadows-Utopia,40.73498294,-73.7855262,Starbucks,40.73936338,-73.78547067,Coffee Shop
QN41,Fresh Meadows-Utopia,40.73498294,-73.7855262,Applebee's Grill + Bar,40.7392373,-73.7863519,American Restaurant
QN41,Fresh Meadows-Utopia,40.73498294,-73.7855262,AT&T,40.73936713,-73.7864247,Mobile Phone Shop
QN41,Fresh Meadows-Utopia,40.73498294,-73.7855262,MTA Q88 (73rd Ave. & 189th St),40.73405207,-73.78344521,Bus Station
QN41,Fresh Meadows-Utopia,40.73498294,-73.7855262,James Painting and Construction,40.73535632,-73.78255963,Construction & Landscaping
QN41,Fresh Meadows-Utopia,40.73498294,-73.7855262,Peking Chinese Restaurant,40.73339693,-73.78329263,Vegetarian / Vegan Restaurant
QN41,Fresh Meadows-Utopia,40.73498294,-73.7855262,Nine West,40.73462248,-73.782417,Shoe Store
QN41,Fresh Meadows-Utopia,40.73498294,-73.7855262,Becky's Nail Salon,40.73331491,-73.78324498,Cosmetics Shop
QN41,Fresh Meadows-Utopia,40.73498294,-73.7855262,"MTA NYCT Q17 MTABus QM1, QM5, QM7, QM8, QM31, QM35 (188 Street/73rd Avenue)",40.73297551,-73.78302582,Bus Station
QN41,Fresh Meadows-Utopia,40.73498294,-73.7855262,MTA Q17 (188th & 73rd),40.73284571,-73.78313112,Bus Station
QN41,Fresh Meadows-Utopia,40.73498294,-73.7855262,"Q17, Q88, QM1, QM5, QM7, QM8, QM35 Bus Stop (188 Street/64 Avenue)",40.73895927,-73.7864133,Bus Station
QN41,Fresh Meadows-Utopia,40.73498294,-73.7855262,Fresh Meadows Grove,40.73915085,-73.78339326,Park
BX33,Longwood,40.81972074,-73.89855799,Margherita Pizza & Mexican Cuisine,40.82100037,-73.89627706,Mexican Restaurant
BX33,Longwood,40.81972074,-73.89855799,Longwood Fish Market,40.81938867,-73.90196113,Fish Market
BX33,Longwood,40.81972074,-73.89855799,Giovani's Big Pizza,40.81970573,-73.90166617,Pizza Place
BX33,Longwood,40.81972074,-73.89855799,Dunkin',40.81999311,-73.90190651,Donut Shop
BX33,Longwood,40.81972074,-73.89855799,Rite Aid,40.81958635,-73.9011535,Pharmacy
BX33,Longwood,40.81972074,-73.89855799,Real Supermarket,40.818931,-73.902368,Grocery Store
BX33,Longwood,40.81972074,-73.89855799,SUBWAY,40.8200453,-73.90167646,Sandwich Place
BX33,Longwood,40.81972074,-73.89855799,Intervale Avenue,40.8221633,-73.89665253,Bowling Alley
BX33,Longwood,40.81972074,-73.89855799,Di-Elle's Restaurant,40.81711607,-73.89642925,Diner
BX33,Longwood,40.81972074,-73.89855799,McDonald's,40.819665,-73.901987,Fast Food Restaurant
BX33,Longwood,40.81972074,-73.89855799,Subway,40.81632121,-73.89664561,Sandwich Place
BX33,Longwood,40.81972074,-73.89855799,White Castle,40.82196577,-73.89745368,Fast Food Restaurant
BX33,Longwood,40.81972074,-73.89855799,CTown Supermarkets,40.81696567,-73.89580384,Grocery Store
BX33,Longwood,40.81972074,-73.89855799,El Valle Restaurant,40.81611318,-73.89630997,Latin American Restaurant
BX33,Longwood,40.81972074,-73.89855799,MTA Subway - Prospect Ave (2/5),40.819688,-73.901553,Metro Station
BX33,Longwood,40.81972074,-73.89855799,"MTA MaBSTOA Bus at Westchester Ave & Prospect Ave: (Bx4, Bx4A, Bx17, Bx46)",40.81970408,-73.9016068,Bus Station
BX33,Longwood,40.81972074,-73.89855799,San Marcos,40.822229,-73.897143,Latin American Restaurant
BX33,Longwood,40.81972074,-73.89855799,MTA Subway - Intervale Ave (2/5),40.82218025,-73.89673546,Metro Station
BX33,Longwood,40.81972074,-73.89855799,Price Choice,40.82241225,-73.89622765,Grocery Store
BX33,Longwood,40.81972074,-73.89855799,Great Wall Chinese Food,40.82327318,-73.90004241,Chinese Restaurant
BX33,Longwood,40.81972074,-73.89855799,Come And Get It Fish And Chips,40.82278824,-73.90253448,Fish & Chips Shop
BX33,Longwood,40.81972074,-73.89855799,Fish N Chips,40.822777,-73.902543,Seafood Restaurant
BK43,Midwood,40.62171533,-73.95822169,Di Fara Pizza,40.62513471,-73.96147854,Pizza Place
BK43,Midwood,40.62171533,-73.95822169,Benny's Brick Oven Pizza,40.61826558,-73.95712546,Pizza Place
BK43,Midwood,40.62171533,-73.95822169,7-Eleven,40.61837267,-73.95845756,Convenience Store
BK43,Midwood,40.62171533,-73.95822169,Posh Kosher Pizza,40.61835209,-73.95805451,Pizza Place
BK43,Midwood,40.62171533,-73.95822169,Mountain Fruit of Ave M,40.61809713,-73.95923697,Grocery Store
BK43,Midwood,40.62171533,-73.95822169,Chikurin Japanese Restaurant,40.61873004,-73.95481086,Japanese Restaurant
BK43,Midwood,40.62171533,-73.95822169,Organic Circle,40.618206,-73.960417,Organic Grocery
BK43,Midwood,40.62171533,-73.95822169,Benny's,40.62510661,-73.96165842,Pizza Place
BK43,Midwood,40.62171533,-73.95822169,Baskin-Robbins,40.6177832,-73.959673,Ice Cream Shop
BK43,Midwood,40.62171533,-73.95822169,7-Eleven,40.6254852,-73.9606792,Convenience Store
BK43,Midwood,40.62171533,-73.95822169,Baskin-Robbins,40.6249396,-73.9619639,Ice Cream Shop
BK43,Midwood,40.62171533,-73.95822169,Masake,40.61822685,-73.95796086,Japanese Restaurant
BK43,Midwood,40.62171533,-73.95822169,Chase Bank,40.6181345,-73.9599505,Bank
BK43,Midwood,40.62171533,-73.95822169,Chock Full O' Nuts,40.61816039,-73.95874565,Coffee Shop
BK43,Midwood,40.62171533,-73.95822169,Jerusalem II Pizza,40.6179429,-73.96008538,Pizza Place
BK43,Midwood,40.62171533,-73.95822169,Joseph Anzalone Theater,40.62043762,-73.95898438,Theater
BK43,Midwood,40.62171533,-73.95822169,Oh! Nuts Flatbush,40.62522362,-73.96125498,Candy Store
BK43,Midwood,40.62171533,-73.95822169,Ice Cream House,40.61849351,-73.95733181,Ice Cream Shop
BK43,Midwood,40.62171533,-73.95822169,Kaff's Bakery,40.618537,-73.95686,Bakery
BK43,Midwood,40.62171533,-73.95822169,Presser Kosher Baking,40.61827783,-73.95769142,Bakery
BK43,Midwood,40.62171533,-73.95822169,International News,40.61807675,-73.95777486,Deli / Bodega
BK43,Midwood,40.62171533,-73.95822169,Jerusalem 2 Pizza,40.6179691,-73.96010525,Pizza Place
BK43,Midwood,40.62171533,-73.95822169,Rebeca N. Fields,40.6254847,-73.9563194,Jewelry Store
BK43,Midwood,40.62171533,-73.95822169,Green Forest,40.617697,-73.95921,Pharmacy
BK43,Midwood,40.62171533,-73.95822169,Meyer's Liquor,40.617683,-73.959759,Liquor Store
QN08,St. Albans,40.69272065,-73.76422191,Nu Urban Cafe,40.69173654,-73.7625661,Café
QN08,St. Albans,40.69272065,-73.76422191,The Smokehouse,40.69206164,-73.76123448,Caribbean Restaurant
QN08,St. Albans,40.69272065,-73.76422191,jamaican flavors,40.69142023,-73.762452,Caribbean Restaurant
QN08,St. Albans,40.69272065,-73.76422191,7-Eleven,40.6912721,-73.7620648,Convenience Store
QN08,St. Albans,40.69272065,-73.76422191,Farmers Pizza & Grill,40.69090391,-73.76243633,Pizza Place
QN08,St. Albans,40.69272065,-73.76422191,Family Dollar,40.69195175,-73.76280212,Discount Store
QN08,St. Albans,40.69272065,-73.76422191,Popeyes Louisiana Kitchen,40.69089308,-73.76202461,Fried Chicken Joint
QN08,St. Albans,40.69272065,-73.76422191,Dunkin',40.69205889,-73.76197392,Donut Shop
QN08,St. Albans,40.69272065,-73.76422191,Grady's Liquors,40.6905011,-73.76218576,Liquor Store
QN08,St. Albans,40.69272065,-73.76422191,LIRR - St. Albans Station,40.69180783,-73.76558321,Train Station
QN08,St. Albans,40.69272065,-73.76422191,LIRR - NYP to Freeport,40.69135752,-73.76518677,Train
QN08,St. Albans,40.69272065,-73.76422191,J & T Supermarket,40.69075494,-73.76230074,Deli / Bodega
QN08,St. Albans,40.69272065,-73.76422191,Fah Mas,40.69579053,-73.76164175,Caribbean Restaurant
BK69,Clinton Hill,40.6903193,-73.96155036,Peaches Shrimp & Crab,40.6881526,-73.96271388,Southern / Soul Food Restaurant
BK69,Clinton Hill,40.6903193,-73.96155036,Pratt Sculpture Garden,40.69059156,-73.96462244,Sculpture Garden
BK69,Clinton Hill,40.6903193,-73.96155036,The Market,40.688713,-73.960497,Asian Restaurant
BK69,Clinton Hill,40.6903193,-73.96155036,Choice Market,40.68843762,-73.96287283,Café
BK69,Clinton Hill,40.6903193,-73.96155036,Mekelburg's,40.6875707,-73.96237003,Gourmet Shop
BK69,Clinton Hill,40.6903193,-73.96155036,Dannee,40.69039338,-73.96009365,Thai Restaurant
BK69,Clinton Hill,40.6903193,-73.96155036,Tony's Pizza Spot,40.69029343,-73.96013976,Pizza Place
BK69,Clinton Hill,40.6903193,-73.96155036,Speedy Romeo,40.68739667,-73.95987869,Pizza Place
BK69,Clinton Hill,40.6903193,-73.96155036,Mike's Coffee Shop,40.68978512,-73.96538115,Diner
BK69,Clinton Hill,40.6903193,-73.96155036,Café 232,40.69083973,-73.95952047,Café
BK69,Clinton Hill,40.6903193,-73.96155036,Clementine Bakery,40.68747317,-73.95974755,Bakery
BK69,Clinton Hill,40.6903193,-73.96155036,Yva yoga,40.69253122,-73.95981826,Yoga Studio
BK69,Clinton Hill,40.6903193,-73.96155036,Luigi's Pizzeria,40.689689,-73.965508,Pizza Place
BK69,Clinton Hill,40.6903193,-73.96155036,Fan Fan Doughnuts,40.68911547,-73.95710707,Donut Shop
BK69,Clinton Hill,40.6903193,-73.96155036,U-Gu,40.69375967,-73.96291255,Japanese Restaurant
BK69,Clinton Hill,40.6903193,-73.96155036,Adrian Fanus Grooming,40.69085003,-73.95707681,Health & Beauty Service
BK69,Clinton Hill,40.6903193,-73.96155036,Chilo's,40.68841796,-73.95698084,Taco Place
BK69,Clinton Hill,40.6903193,-73.96155036,BKG Coffee Roasters,40.69395312,-73.96193053,Coffee Shop
BK69,Clinton Hill,40.6903193,-73.96155036,Petee's Cafe,40.69360595,-73.96466484,Pie Shop
BK69,Clinton Hill,40.6903193,-73.96155036,Underwood Park,40.68824939,-73.96617543,Playground
BK69,Clinton Hill,40.6903193,-73.96155036,Dou Yoga,40.68690265,-73.96296501,Yoga Studio
BK69,Clinton Hill,40.6903193,-73.96155036,Soco,40.69369808,-73.96452603,Cajun / Creole Restaurant
BK69,Clinton Hill,40.6903193,-73.96155036,Brooklyn Kolache Co.,40.690724,-73.955763,Coffee Shop
BK69,Clinton Hill,40.6903193,-73.96155036,C'mon Everybody,40.68837542,-73.95701779,Cocktail Bar
BK69,Clinton Hill,40.6903193,-73.96155036,For All Things Good,40.687614,-73.956819,Mexican Restaurant
BK69,Clinton Hill,40.6903193,-73.96155036,Leisure Life NYC,40.694096,-73.961887,Men's Store
BK69,Clinton Hill,40.6903193,-73.96155036,Blick Art Materials,40.69344478,-73.96372265,Arts & Crafts Store
BK69,Clinton Hill,40.6903193,-73.96155036,Corkscrew Wines Brooklyn,40.6934529,-73.96551381,Wine Shop
BK69,Clinton Hill,40.6903193,-73.96155036,Tipsy,40.693796,-73.961243,Wine Shop
BK69,Clinton Hill,40.6903193,-73.96155036,Taqueria Tepango,40.69390009,-73.96183195,Mexican Restaurant
BK69,Clinton Hill,40.6903193,-73.96155036,Jane Bailey Memorial Garden,40.68750468,-73.95824432,Garden
BK69,Clinton Hill,40.6903193,-73.96155036,Izzy Rose,40.686778,-73.962721,Cocktail Bar
BK69,Clinton Hill,40.6903193,-73.96155036,Moot Bar,40.69404932,-73.96119888,Bar
BK69,Clinton Hill,40.6903193,-73.96155036,Castros,40.69386129,-73.96442206,Mexican Restaurant
BK69,Clinton Hill,40.6903193,-73.96155036,Bergen Bagels on Myrtle,40.69371151,-73.96365452,Bagel Shop
BK69,Clinton Hill,40.6903193,-73.96155036,Brooklyn Tap House,40.69390998,-73.96073993,Sports Bar
BK69,Clinton Hill,40.6903193,-73.96155036,Key Food,40.69352732,-73.96518303,Market
BK69,Clinton Hill,40.6903193,-73.96155036,Rustik Tavern,40.690737,-73.958288,Bar
BK69,Clinton Hill,40.6903193,-73.96155036,Kitten Espresso Bar,40.68829172,-73.95707063,Coffee Shop
BK69,Clinton Hill,40.6903193,-73.96155036,Bouchon,40.689025,-73.95726802,Wine Shop
BK69,Clinton Hill,40.6903193,-73.96155036,Tailfeather,40.694154,-73.960898,Wine Bar
BK69,Clinton Hill,40.6903193,-73.96155036,Fan Fried Rice Bar,40.69085208,-73.95581638,Taiwanese Restaurant
BK69,Clinton Hill,40.6903193,-73.96155036,Brooklyn Nights,40.69074488,-73.95706938,Bar
BK69,Clinton Hill,40.6903193,-73.96155036,Dee and Ricky Homecooking,40.6936088,-73.96471272,Caribbean Restaurant
BK69,Clinton Hill,40.6903193,-73.96155036,Waza,40.69348752,-73.96573567,Japanese Restaurant
BK69,Clinton Hill,40.6903193,-73.96155036,Gino's Pizzeria,40.69423676,-73.96074677,Pizza Place
BK69,Clinton Hill,40.6903193,-73.96155036,Dunkin',40.69383194,-73.96434542,Donut Shop
BK69,Clinton Hill,40.6903193,-73.96155036,Nice Pizza,40.68750584,-73.95697426,Pizza Place
BK69,Clinton Hill,40.6903193,-73.96155036,Bamboo Lounge & Grill,40.69379797,-73.96359169,Lounge
BK69,Clinton Hill,40.6903193,-73.96155036,Borough Restaurant,40.68753856,-73.9569971,Diner
BK69,Clinton Hill,40.6903193,-73.96155036,The Emerson,40.69395721,-73.96178844,Bar
BK69,Clinton Hill,40.6903193,-73.96155036,Nathan's Famous,40.69396302,-73.9610925,Hot Dog Joint
BK69,Clinton Hill,40.6903193,-73.96155036,Los Pollitos III,40.69358876,-73.96506751,Mexican Restaurant
BK69,Clinton Hill,40.6903193,-73.96155036,Farmer In The Deli,40.69380999,-73.96307836,Deli / Bodega
BK69,Clinton Hill,40.6903193,-73.96155036,Calyer Cafe & Kitchen,40.693436,-73.964247,Café
BK69,Clinton Hill,40.6903193,-73.96155036,Khim's Millennium Market,40.69377679,-73.96320923,Supermarket
BK69,Clinton Hill,40.6903193,-73.96155036,Family Dollar,40.68865444,-73.95719187,Discount Store
BK69,Clinton Hill,40.6903193,-73.96155036,New Grace Chinese Kitchen,40.69385266,-73.96254771,Chinese Restaurant
BK69,Clinton Hill,40.6903193,-73.96155036,Utrecht,40.69363354,-73.96364697,Arts & Crafts Store
BK69,Clinton Hill,40.6903193,-73.96155036,Randy Deli & Grocery,40.69250311,-73.95984983,Deli / Bodega
BK69,Clinton Hill,40.6903193,-73.96155036,Pratt Deli & Grocery,40.69240028,-73.95908356,Grocery Store
BK69,Clinton Hill,40.6903193,-73.96155036,Star Spangled Banner Playground,40.69167313,-73.95781504,Park
BK69,Clinton Hill,40.6903193,-73.96155036,Sam's Pizza,40.69059054,-73.95719513,Pizza Place
BK69,Clinton Hill,40.6903193,-73.96155036,Clinton Hill Simply Art And Framing,40.694038,-73.960938,Furniture / Home Store
BK69,Clinton Hill,40.6903193,-73.96155036,Wicked Good Franks,40.69407459,-73.96112435,Hot Dog Joint
QN33,Cambria Heights,40.69474019,-73.73647172,Johnny's Discount Liquors,40.69458019,-73.7385755,Liquor Store
QN33,Cambria Heights,40.69474019,-73.73647172,Rite Aid,40.694289,-73.738265,Pharmacy
QN33,Cambria Heights,40.69474019,-73.73647172,Good Taste Catering,40.69260463,-73.73229186,Caribbean Restaurant
QN33,Cambria Heights,40.69474019,-73.73647172,Brasserie Creole,40.69305616,-73.73389015,Nightclub
QN33,Cambria Heights,40.69474019,-73.73647172,Epi Dor Kreyol Restaurant And Bakery,40.69393616,-73.73704322,Caribbean Restaurant
QN33,Cambria Heights,40.69474019,-73.73647172,Flowers By Marilyn,40.69423486,-73.73753165,Flower Shop
QN33,Cambria Heights,40.69474019,-73.73647172,Yani's Dominican Beauty Salon,40.69315982,-73.73373814,Cosmetics Shop
QN33,Cambria Heights,40.69474019,-73.73647172,Farmbria Food Center,40.69566548,-73.74199877,Supermarket
QN33,Cambria Heights,40.69474019,-73.73647172,T & G Flavors,40.69309,-73.7327789,Caribbean Restaurant
QN33,Cambria Heights,40.69474019,-73.73647172,Jamaican Flavors,40.6930809,-73.73277283,Caribbean Restaurant
QN33,Cambria Heights,40.69474019,-73.73647172,MTA Bus Q27,40.69866569,-73.73485385,Moving Target
QN33,Cambria Heights,40.69474019,-73.73647172,Sally's Restaurant,40.69226456,-73.73181152,Restaurant
BK93,Starrett City,40.64706358,-73.8883749,IHOP,40.65031587,-73.8900735,Breakfast Spot
BK93,Starrett City,40.64706358,-73.8883749,Hot Bagels,40.65046338,-73.88977373,Bagel Shop
BK93,Starrett City,40.64706358,-73.8883749,CVS pharmacy,40.64731558,-73.88298979,Pharmacy
BK93,Starrett City,40.64706358,-73.8883749,Dunkin',40.646776,-73.883176,Donut Shop
BK93,Starrett City,40.64706358,-73.8883749,Armandos Pizzaria,40.64684752,-73.8834908,Pizza Place
BK93,Starrett City,40.64706358,-73.8883749,Subway,40.64936305,-73.88934986,Sandwich Place
BK93,Starrett City,40.64706358,-73.8883749,Boston Market,40.64725,-73.88255,American Restaurant
BK93,Starrett City,40.64706358,-73.8883749,Golden Krust Caribbean Restaurant,40.6470029,-73.8834888,Caribbean Restaurant
BK93,Starrett City,40.64706358,-73.8883749,Chen's Garden,40.64954394,-73.88911971,Chinese Restaurant
BK93,Starrett City,40.64706358,-73.8883749,Baskin-Robbins,40.65084106,-73.88999613,Ice Cream Shop
BK93,Starrett City,40.64706358,-73.8883749,Dunkin',40.64950577,-73.88949954,Donut Shop
BK93,Starrett City,40.64706358,-73.8883749,Fresh Creek Park,40.64471872,-73.88832506,Park
BK93,Starrett City,40.64706358,-73.8883749,MTA Bus - B103LTD/BM2 @ E. 105th Street & Flatlands Avenue,40.64530342,-73.89073275,Bus Stop
BK93,Starrett City,40.64706358,-73.8883749,Food Bazaar Supermarket,40.649787,-73.888926,Supermarket
BK93,Starrett City,40.64706358,-73.8883749,Maid Perfect Inc,40.646106,-73.892005,Home Service
BK93,Starrett City,40.64706358,-73.8883749,Associated Supermarket,40.646973,-73.88368049,Supermarket
BK93,Starrett City,40.64706358,-73.8883749,Peking Chef,40.648093,-73.892132,Asian Restaurant
BK93,Starrett City,40.64706358,-73.8883749,KFC,40.64941728,-73.89162344,Fried Chicken Joint
BK93,Starrett City,40.64706358,-73.8883749,Taco Bell,40.64946017,-73.89179408,Fast Food Restaurant
BK93,Starrett City,40.64706358,-73.8883749,99 Cent Store,40.64854785,-73.89264478,Discount Store
BK93,Starrett City,40.64706358,-73.8883749,Sarku Japan,40.65060752,-73.89007817,Japanese Restaurant
BK93,Starrett City,40.64706358,-73.8883749,Starrett City Shopping Center,40.649342,-73.884329,Shopping Mall
BK93,Starrett City,40.64706358,-73.8883749,Golden Wok,40.64799118,-73.89329529,Chinese Restaurant
BK93,Starrett City,40.64706358,-73.8883749,Food World,40.64791966,-73.89215738,Grocery Store
QN06,Jamaica Estates-Holliswood,40.71903615,-73.77864451,Wayne Garden,40.71757917,-73.77780665,Beer Garden
QN06,Jamaica Estates-Holliswood,40.71903615,-73.77864451,empire state building,40.720171,-73.780965,Bar
QN06,Jamaica Estates-Holliswood,40.71903615,-73.77864451,188 st Park,40.71475615,-73.78040034,Playground
BK44,Madison,40.60552749,-73.94637212,Pronto Pizza,40.60732679,-73.94304067,Pizza Place
BK44,Madison,40.60552749,-73.94637212,Michael's Pastry Shop,40.60738531,-73.9433761,Dessert Shop
BK44,Madison,40.60552749,-73.94637212,Michael's,40.60752017,-73.94304391,Italian Restaurant
BK44,Madison,40.60552749,-73.94637212,Buckley's Restaurant and Catering,40.6050068,-73.94303131,American Restaurant
BK44,Madison,40.60552749,-73.94637212,7-Eleven,40.60250757,-73.94251853,Convenience Store
BK44,Madison,40.60552749,-73.94637212,Mini Mart,40.60735977,-73.94334631,Deli / Bodega
BK44,Madison,40.60552749,-73.94637212,MTA B31 Bus,40.60720353,-73.9430285,Bus Station
BK44,Madison,40.60552749,-73.94637212,modern nails,40.60738227,-73.94301128,Spa
BK41,Kensington-Ocean Parkway,40.6407188,-73.97641284,Carnival Fresh Market,40.64319348,-73.97846208,Grocery Store
BK41,Kensington-Ocean Parkway,40.6407188,-73.97641284,Thai Farm Kitchen,40.64414842,-73.97604656,Thai Restaurant
BK41,Kensington-Ocean Parkway,40.6407188,-73.97641284,To Be Thai,40.64289137,-73.97833412,Thai Restaurant
BK41,Kensington-Ocean Parkway,40.6407188,-73.97641284,Hot Bagel - Church Ave,40.64324158,-73.97847161,Bagel Shop
